event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.013818111113616019,0.019439609495063778,0.024346319438796067,1.0
13353600,0.708905761140746,0.927507540361901,0.9643884445760583,1.0
13942327,0.01369212624836119,0.019141009770953104,0.024184338297561805,1.0
16112781,0.6795575115912176,0.913289586814672,0.9583322199401187,1.0
17132808,0.017709787055822712,0.03809075160886673,0.04500706810142585,1.0
17445696,0.012353943960943903,0.016414432735255908,0.02081272173364546,1.0
17599982,0.013364364275626489,0.01887458423103835,0.023845382595183904,1.0
18750374,0.49384771420165313,0.737522354916543,0.8414087423417641,1.0
21365245,0.012669668131265889,0.01612052848718139,0.022605513364542765,1.0
23634840,0.5168542717311089,0.7825838683973115,0.877011724832369,1.0
24461897,0.01691601141455925,0.026211748056977326,0.03628278984806969,1.0
25353357,0.012679387009961443,0.01776558172536157,0.02232200785386815,1.0
27052376,0.889516271411399,0.9015799488214348,0.9037522532373472,1.0
29312582,0.0129924809020571,0.017699094331501228,0.022168165959580096,1.0
30451420,0.012683104640941594,0.016772294537762668,0.02420966457009323,1.0
31488932,0.013649048682841032,0.017780581951337308,0.02248683059446951,1.0
33717208,0.01327624097894299,0.019234187902220156,0.02416442773973533,1.0
34826241,0.013780474412170002,0.020462859798282558,0.025282577265271697,1.0
35311039,0.9647809741656629,0.9908003243747604,0.9909142659020489,1.0
36423390,0.015397190417636004,0.02314626327015162,0.0314752625663089,1.0
37196135,0.6390884926234328,0.892220619893318,0.9439144223411039,1.0
37355453,0.011910523124550354,0.015401471947092514,0.0218161778630235,1.0
37536067,0.6841198384741684,0.9181977799444269,0.9576760408522685,1.0
39717591,0.012640746117172188,0.016911321949399077,0.02140727217792947,1.0
40833127,0.013147149670472954,0.01918481006183035,0.02541852504207026,1.0
41907240,0.7416079739491,0.9396956347858411,0.9673351085833475,1.0
42963675,0.012060879576990603,0.018892721530316132,0.025759395757875215,1.0
42997746,0.01729120571669654,0.03844992015339225,0.04558627904397945,1.0
43341281,0.012605955481716136,0.01714581546966509,0.02368669125867908,1.0
43371713,0.413741346056744,0.6619163117902579,0.7928743681530566,1.0
44872967,0.4376858528100716,0.6941303213286524,0.7943497325923913,1.0
46574754,0.5140195025375628,0.7951027603233193,0.8762624486229094,1.0
46767506,0.6118792198763997,0.8764397682169932,0.9389795662066504,1.0
49169401,0.011780283009559099,0.015475864358494911,0.02190615435005581,1.0
49502022,0.013317296545099671,0.02058385671916284,0.028009321936057572,1.0
49565135,0.9704240650529716,0.9908280270440836,0.9909099094379248,1.0
50233410,0.6935068657531921,0.9057191172661531,0.9535009649964686,1.0
50541231,0.01616906623845886,0.03172756470494725,0.03918564425874413,1.0
51664538,0.012368729134324087,0.016675298530227225,0.0211528928810891,1.0
52004768,0.013000650726251596,0.01737620100218291,0.023691217889764183,1.0
52039660,0.012912392863080513,0.01709498261012178,0.021637391902721598,1.0
52614032,0.01360607876739008,0.018586268150400865,0.023278697970251044,1.0
53407288,0.013279346385462186,0.019528320666052056,0.0241500617926831,1.0
53799231,0.014367023292724393,0.019632083698637143,0.024114092936724646,1.0
54348573,0.012871560723894938,0.018340941007430587,0.02285306796750493,1.0
54459140,0.01223084205045694,0.016486329976622516,0.024643064441976146,1.0
54759639,0.012090557199844698,0.017177106954837366,0.02830035989077053,1.0
54801108,0.8849113565425819,0.9746580030847086,0.9848165085946706,1.0
55504460,0.7398847642717661,0.9435096735836234,0.9701349162997421,1.0
58802003,0.015889310210504545,0.030523816389161164,0.037559812370933955,1.0
58854430,0.016490920694407753,0.03321410526669267,0.04023779048996162,1.0
59191113,0.014021326781887408,0.01862321448486587,0.02316997655314327,1.0
59221605,0.5851059052570592,0.8540124391354087,0.9209823420548297,1.0
60804856,0.9339505951958336,0.979912504481465,0.9860260545208731,1.0
61713947,0.012154368066331387,0.01610590263052891,0.020633109804131623,1.0
62129708,0.8388740939286506,0.9685827998364566,0.9821752923289317,1.0
66849621,0.9040881021944525,0.9740570566825741,0.9841412772306976,1.0
67124529,0.012687214498698862,0.01723716222833769,0.021751311912747606,1.0
69348035,0.013422303934635747,0.01954626555393359,0.024102832438980426,1.0
69572379,0.01424706144320252,0.019387624115135803,0.023861192767652695,1.0
69836438,0.01223994568590105,0.015930652683070225,0.02225384161721917,1.0
70283101,0.547403689311878,0.7935565892811702,0.8729247630298995,1.0
70501603,0.5332069986371828,0.7931670276228008,0.8809843532765627,1.0
70993222,0.012362417908950858,0.015849649420511334,0.020396224932426665,1.0
71474230,0.4667522907655212,0.727257665473419,0.8405932313601922,1.0
71532972,0.018857966062336647,0.034912546517618354,0.04239338858135202,1.0
72973561,0.011766239975760878,0.015934402732963253,0.022427718609814074,1.0
73023698,0.013022519862833041,0.01813448106286479,0.02329284983387025,1.0
74751606,0.012948017562572163,0.017621103603136068,0.0224716902457875,1.0
74945408,0.3987078425287561,0.6391284833840908,0.747135118022311,1.0
75012237,0.8321388330619451,0.9687068220840976,0.9807633966060039,1.0
75726601,0.01284839347881466,0.016551225496400916,0.022897882626674904,1.0
78173856,0.010845288393152996,0.014298777356321016,0.020740499735165927,1.0
78227688,0.014674590775883792,0.02200180044033475,0.03450494038415072,1.0
78266693,0.012668914741019853,0.01682968000433882,0.021562001156964168,1.0
78502343,0.013686075806991306,0.018475725476959668,0.023309268591030764,1.0
78780565,0.012351515349763097,0.01633386536536715,0.020877674334058998,1.0
80446138,0.014500487022904756,0.027552596740432013,0.034199120995298926,1.0
80819726,0.011291616023289324,0.01885337991322222,0.0258865765896304,1.0
81010506,0.012506617108496456,0.016275645422255357,0.020873983395392006,1.0
81611002,0.01264332543858409,0.016451629359668787,0.022802180005375636,1.0
81715663,0.5101214369660103,0.7685909163108967,0.8645540878375414,1.0
82779392,0.012456970718606714,0.01712475953856005,0.021602644889860488,1.0
83261710,0.01257975796381633,0.016793158728305103,0.02326172052876689,1.0
84903193,0.013910943600264906,0.020026527156330572,0.024915140888645486,1.0
87245976,0.013034893153686406,0.01856276737707034,0.02309213577059805,1.0
87273546,0.021393657082346702,0.04344338628001762,0.05045586854944649,1.0
