event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.01400566004626915,0.01960477352759859,0.02450262006065118,1.0
13353600,0.7043944312899552,0.9244133361871204,0.9583808749979972,1.0
13942327,0.013886275787728473,0.01936081048445575,0.024370993735185992,1.0
16112781,0.6968198254931572,0.9140397032401244,0.9536286588642865,1.0
17132808,0.018200903060209626,0.038740230594036786,0.045914358540725696,1.0
17445696,0.012511172051678763,0.016571197721588563,0.0209126622524096,1.0
17599982,0.013551417371525603,0.019046242130043932,0.02395598983556573,1.0
18750374,0.49844963701462275,0.737360748769434,0.8453818153342907,1.0
21365245,0.012839953059532394,0.01632526452568075,0.022766658900142598,1.0
23634840,0.5185137419983842,0.7957151362661709,0.8828153104900257,1.0
24461897,0.02388331037480327,0.04144886495253671,0.05224546438816754,1.0
25353357,0.012844327754603084,0.017934374249907556,0.02242021126664787,1.0
27052376,0.8978370474103017,0.9147041338477466,0.9147041338477466,1.0
29312582,0.01315758555829568,0.017894703787482185,0.022308341362894803,1.0
30451420,0.012871356196034108,0.01683807499622463,0.023969251044328,1.0
31488932,0.013828045348515342,0.017969874449890975,0.02263110250472179,1.0
33717208,0.013454461012406826,0.019432867788297375,0.024353801429870887,1.0
34826241,0.013971569525894687,0.020660373013950503,0.02543419911804887,1.0
35311039,0.9687515824467869,0.9891955125390548,0.9894732938704873,1.0
36423390,0.015353174446723995,0.02427877659924383,0.032910707903345326,1.0
37196135,0.6128860477032739,0.8909156657699298,0.9429728967123033,1.0
37355453,0.012079771402920162,0.015631417401225093,0.022038791887025913,1.0
37536067,0.6799031896464114,0.9217545496755427,0.9565727214564301,1.0
39717591,0.012805243075893685,0.017087707042701933,0.021503673174233053,1.0
40833127,0.013318695569327578,0.019408533564114556,0.02562830820753948,1.0
41907240,0.7365615467231612,0.9305629775631421,0.9610801383142904,1.0
42963675,0.012217896860367713,0.02003698945452138,0.026980437404287443,1.0
42997746,0.018101785899493617,0.03940454019566237,0.04714070971583253,1.0
43341281,0.012772204376568275,0.01736207666975173,0.023844223843957776,1.0
43371713,0.40588755403648913,0.6734068638786607,0.8028868884286012,1.0
44872967,0.42861544837507093,0.704227485066916,0.7933349692080359,1.0
46574754,0.5095744690831583,0.7766944204723961,0.8651834099489982,1.0
46767506,0.5888535241709894,0.8746803127248453,0.9367178143828729,1.0
49169401,0.011962738619650056,0.015738621715584877,0.02211409629801216,1.0
49502022,0.013426369114262681,0.020755001246493734,0.02821027489850617,1.0
49565135,0.9684811388506432,0.9897229338744867,0.9897229338744867,1.0
50233410,0.6963664436371627,0.8934014036243169,0.9405835864760409,1.0
50541231,0.016512550937427716,0.03207214413092749,0.03979247435028703,1.0
51664538,0.012521734583865345,0.01683694564619053,0.021222166717343574,1.0
52004768,0.013173029453715391,0.017589665932395082,0.023868126788915683,1.0
52039660,0.013083333654189356,0.017290022420865973,0.02175903938226792,1.0
52614032,0.013789441199402454,0.01874283808223195,0.0234128239516278,1.0
53407288,0.013454165715894502,0.019723108889871378,0.024267784438564748,1.0
53799231,0.014544406275303505,0.019819416534364632,0.024364461487981257,1.0
54348573,0.013034245974371285,0.018502406269665646,0.02296268164344278,1.0
54459140,0.012409351366032611,0.01655286210022228,0.024536001667724714,1.0
54759639,0.012240390534483196,0.017413401394209566,0.02904104094466926,1.0
54801108,0.8838813903737762,0.9609113733117001,0.9726423073632944,1.0
55504460,0.7217271573952904,0.9205024124887528,0.9519788567861008,1.0
58802003,0.016194087775009317,0.03102741072708822,0.03826807025371072,1.0
58854430,0.016817666003802016,0.03352988959667283,0.04075956826931673,1.0
59191113,0.014204539456368945,0.01881979925764901,0.023339160929422245,1.0
59221605,0.5814044974691396,0.8622038219439988,0.9254469637323086,1.0
60804856,0.9389220892547911,0.9768057815519153,0.9816256232442662,1.0
61713947,0.012306951884356918,0.016272517762130227,0.02069389741088567,1.0
62129708,0.8490977230262379,0.962160244204516,0.9799959667678306,1.0
66849621,0.904227358418108,0.9563157333566288,0.9794832340282196,1.0
67124529,0.012851014134626838,0.017434303029504834,0.0218627104562194,1.0
69348035,0.01358756320534964,0.019721411522673107,0.024257577580588097,1.0
69572379,0.014424667193239843,0.019576091673908006,0.024097141073914304,1.0
69836438,0.01240748927002162,0.016142647835377884,0.022427460800588935,1.0
70283101,0.5493548192359229,0.7991496089376233,0.8763062466871429,1.0
70501603,0.5062768169203679,0.7926202321970249,0.8890891017484417,1.0
70993222,0.012521767368097179,0.016027616861216072,0.02045309136712625,1.0
71474230,0.47750911663391843,0.7455116078032555,0.8442715464915885,1.0
71532972,0.0192111578943012,0.035232084602516485,0.0427976131963084,1.0
72973561,0.011925494186320794,0.016164811147497325,0.02258347466251887,1.0
73023698,0.01319191410775118,0.018341907018796382,0.023450074595296785,1.0
74751606,0.01313945064898254,0.017836803509964274,0.022602000136035152,1.0
74945408,0.37341475571149246,0.621249597312522,0.7432004456231082,1.0
75012237,0.840034029851182,0.9697960957931574,0.9810324575837188,1.0
75726601,0.013043813993387228,0.016743111831859357,0.023033926205056544,1.0
78173856,0.011023727493758042,0.014458233177208783,0.02088601779534572,1.0
78227688,0.023556908019815283,0.0366972832377738,0.05072349965234267,1.0
78266693,0.012835046698748999,0.01701508471098925,0.021619223691917818,1.0
78502343,0.01386132299040867,0.01865202521736587,0.02341603578554851,1.0
78780565,0.01250843709709583,0.016499849435776016,0.020943098411517532,1.0
80446138,0.014807812043031516,0.02837789734491802,0.03565021077924056,1.0
80819726,0.011472779805751185,0.019570235434052074,0.02669228675809179,1.0
81010506,0.012686422504171182,0.016446161252755415,0.020932293414367534,1.0
81611002,0.012810361628756829,0.016653693713444107,0.022957277230475037,1.0
81715663,0.5120442604943657,0.7801681206898468,0.865026895944158,1.0
82779392,0.012618779162223858,0.017288439576674572,0.021691879398375358,1.0
83261710,0.012742789892845075,0.016999892008377288,0.02341309916628197,1.0
84903193,0.014105338771174918,0.020233597736577697,0.025085945456040405,1.0
87245976,0.013199252494460103,0.01874599964284516,0.023221973950975056,1.0
87273546,0.023218768151935153,0.04380669954774346,0.05156291581204335,1.0
89909836,0.013334143933446303,0.018316213593793058,0.024718208645983782,1.0
91234126,0.023144024045238458,0.045401606429518175,0.05292026061925028,1.0
93027270,0.577074953227291,0.8343907037622288,0.9031848317116188,1.0
94627327,0.016408473532801057,0.03227089069005748,0.039905863347363554,1.0
96570675,0.01322319255930834,0.018426701942732212,0.02465341420458009,1.0
97225766,0.012778938491401402,0.018646705224799342,0.023064064425671986,1.0
98446281,0.0168802094016481,0.03188343132165028,0.0392402979876816,1.0
99649465,0.0137092857242954,0.019273826890947265,0.02392375005216782,1.0
