event_id,prob_12h,prob_24h,prob_48h,prob_72h
10662602,0.0035245699621921545,0.010710124174613561,0.01191064101688113,1.0
13353600,0.6211269926197373,0.9082202832291321,0.9490791449601806,1.0
13942327,0.0029557639430946173,0.01051093753001821,0.011761364498750978,1.0
16112781,0.6313925837713722,0.9024753881385317,0.950077590805514,1.0
17132808,0.014844452579836562,0.01712924705632383,0.018843420726595488,1.0
17445696,0.0026315635451614095,0.009727692050171866,0.010945231263831701,1.0
17599982,0.004251959723854798,0.010749945254095233,0.011947559546902064,1.0
18750374,0.5127720067122069,0.8357599087696436,0.9377437337465226,1.0
21365245,0.0037619152898981036,0.01172421809601566,0.01320601437511136,1.0
23634840,0.5564778510561492,0.9150326699846836,0.9502555872613986,1.0
24461897,0.026106313739036015,0.06335811107945222,0.07496256238294184,1.0
25353357,0.0031232329926368946,0.009814062611142264,0.011004173293880017,1.0
27052376,0.8399995626895268,0.9287872226498604,0.9668732271198641,1.0
29312582,0.0024925033766995263,0.009641772589911309,0.010785831011821567,1.0
30451420,0.012764434647295474,0.014764293790317977,0.02114230836420993,1.0
31488932,0.0023003135067367377,0.009740640193772227,0.010862846905923948,1.0
33717208,0.0038515996862801497,0.010938637572561005,0.01213964640761938,1.0
34826241,0.004267762108576237,0.010644041567001232,0.0119252896971176,1.0
35311039,0.8544168001215096,0.9438028596259628,0.9707532013158156,1.0
36423390,0.010053910985377525,0.0296556285585219,0.04339939909247105,1.0
37196135,0.5035846583272862,0.8677484420866229,0.9414068478890285,1.0
37355453,0.00324932433801089,0.011598307819383232,0.013499826262496292,1.0
37536067,0.5649483898655139,0.9042059196440979,0.9433054502268529,1.0
39717591,0.0026277693448027977,0.00981709979434119,0.010938140677356899,1.0
40833127,0.002889181542547882,0.011063227871430655,0.013145231022543965,1.0
41907240,0.6309188999151987,0.870795643550118,0.9392654727955079,1.0
42963675,0.0033597644816162403,0.012189063224992367,0.013559251517584253,1.0
42997746,0.02460217555756894,0.029090448918510852,0.03120658420048813,1.0
43341281,0.003848025752765828,0.011299981498986878,0.013484064999844919,1.0
43371713,0.45669437761891474,0.8356651236521828,0.9453439539473203,1.0
44872967,0.4499712577510131,0.8156684097235538,0.8312763656265617,1.0
46574754,0.21865378078786338,0.806081571989332,0.8600895928132036,1.0
46767506,0.48382845376852457,0.8474457095688357,0.9353510891409509,1.0
49169401,0.006307389975226352,0.012100261302542497,0.01341728715987498,1.0
49502022,0.004285573743268565,0.017487827796527203,0.025596079822047764,1.0
49565135,0.9094986967458878,0.9495065846729878,0.9694579640004852,1.0
50233410,0.7397891947358003,0.9088966032728242,0.9512166106059519,1.0
50541231,0.01025737130595439,0.016174351035552963,0.018825260067675615,1.0
51664538,0.0024222885935314123,0.009374748429381678,0.010552860146837154,1.0
52004768,0.0033174583278931997,0.01103824256800831,0.012970234431823376,1.0
52039660,0.002831298496591617,0.009468439452031355,0.010627147999848346,1.0
52614032,0.0040813059623410015,0.010364396410184119,0.011539118015474983,1.0
53407288,0.003578108215636087,0.009977808890555091,0.011369363740004615,1.0
53799231,0.0021331373128868646,0.009555594514663836,0.010705097849166387,1.0
54348573,0.003084319542851418,0.009848168732499012,0.01107871054799061,1.0
54459140,0.01293707050504491,0.015019761149434048,0.02480657512880823,1.0
54759639,0.00965659263621152,0.012757386356223439,0.03797523246758078,1.0
54801108,0.8463802114915446,0.9111617497732112,0.9625237124955075,1.0
55504460,0.3337284546445392,0.8766281569179649,0.9265443387498784,1.0
58802003,0.007813239346437835,0.013119732160370153,0.015858162960178564,1.0
58854430,0.009644887420331549,0.015757595086499574,0.017073776443801956,1.0
59191113,0.002151094871906015,0.009401167780532032,0.010551966010750388,1.0
59221605,0.5133278899141014,0.9161275963902078,0.9481423736760907,1.0
60804856,0.7857583163997848,0.9143912283089103,0.9634040983939482,1.0
61713947,0.002871889352898838,0.00939498013372716,0.010577494840072465,1.0
62129708,0.7555427288432502,0.8998874684553122,0.9602933682555854,1.0
66849621,0.8744064075862751,0.8816307117377876,0.9573265963480332,1.0
67124529,0.0026660101128129924,0.009668717434044596,0.010838063808643677,1.0
69348035,0.002458651959412145,0.009595920339466176,0.010758993431849842,1.0
69572379,0.0023908638623035207,0.00968035757991973,0.010812892107100918,1.0
69836438,0.003470095891876794,0.01097109743576114,0.012987792766860311,1.0
70283101,0.541922331174038,0.835220803332938,0.8649428547458642,1.0
70501603,0.45943427804605363,0.8792483470208695,0.9419917363615762,1.0
70993222,0.002129749321671887,0.009338950223129415,0.010476553218291431,1.0
71474230,0.5229303523216337,0.9010982331056717,0.9429845673011997,1.0
71532972,0.010825494797301098,0.014983710617823909,0.01879174379294038,1.0
